school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3;Passed;FAC1_1;FAC2_1;FAC3_1;FAC4_1;FAC5_1;FAC6_1;FAC7_1
GP;F;16;R;GT3;T;2;2;services;services;reputation;mother;2;4;0;no;yes;yes;yes;no;yes;yes;no;5;3;5;1;1;5;6;10;10;11;       1;,174216572319528;-,598811017986174;1,5386317040574;2,72407827111849;-,0120058989956847;,644727020465083;,641690855263479
GP;F;17;U;GT3;T;3;4;at_home;services;home;mother;1;3;1;no;yes;yes;no;yes;yes;yes;yes;4;4;3;3;4;5;28;10;9;9;       0;1,42813661552262;,728154780536707;,134323923063267;,852927092136972;2,44332815355815;1,24402944416937;-,737602439267837
GP;F;16;U;GT3;A;3;1;services;other;course;mother;1;2;3;no;yes;yes;no;yes;yes;yes;no;2;3;3;2;2;4;5;7;7;7;       0;,336147947152686;-,716098822394335;-1,82626246711002;-,0560527890261806;-,260586116803443;,132198970191144;-1,01219778452811
GP;F;16;U;GT3;T;4;3;teacher;other;other;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;1;3;2;1;1;1;10;11;12;13;       1;-,720149866839964;,783763601052348;-2,65267691663939;-,602705006979521;,0739463459756323;-1,96418996563044;-,966828152592886
GP;F;16;U;GT3;T;1;1;at_home;other;home;mother;2;1;0;no;yes;yes;no;yes;yes;no;no;4;3;2;1;4;5;6;9;9;10;       1;-,198603233915768;-1,63783201110625;-,333288594793814;-1,18621223288806;,261644601907184;1,19105377439893;,692334906161389
GP;F;17;R;GT3;T;4;3;teacher;other;reputation;mother;2;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;4;2;1;1;4;6;7;7;7;       0;-,781145745813505;,882319831891637;,451464812576239;,608036105135243;-,217510054602746;,21675043923884;,642555909983147
GP;F;19;U;GT3;T;3;3;other;other;reputation;other;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;2;3;10;8;8;8;       0;-,107468514899954;,272705072305089;,0407118518714186;2,15787537673695;,490458524043311;-,290753456106979;-,576685145152851
GP;M;17;U;LE3;T;4;4;services;other;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;yes;5;3;5;4;5;3;13;12;12;13;       1;2,48058817132012;1,37514410163959;,542273659095433;,582936772158387;1,13407905869409;-,0492454836553677;-,103953203508567
GP;F;16;U;GT3;A;2;2;other;other;reputation;mother;1;2;0;yes;yes;yes;no;yes;yes;yes;no;3;3;4;1;1;4;0;12;13;14;       1;-,237476699627069;-,651720476956295;-,614630639376419;,10376231491164;-,866731929986704;-,0213238637050973;-,922450748330703
GP;M;18;U;GT3;T;2;2;services;other;home;mother;1;2;1;no;yes;yes;yes;yes;yes;yes;no;4;4;4;2;4;5;15;6;7;8;       0;1,21550651258225;-,763724895889179;,355421980315712;,0222744863726454;,97976831011937;,887427422814483;-,981283106758771
GP;F;17;R;LE3;T;4;4;services;other;other;mother;1;1;0;no;yes;yes;no;yes;yes;no;no;5;2;1;1;2;3;12;8;10;10;       1;-1,53237696794798;1,40987969252525;,0203259675064302;-1,23890937358553;1,35864548348265;,2488331739553;,20775649087874
GP;F;17;U;LE3;T;3;2;other;other;reputation;mother;2;2;0;no;no;yes;no;yes;yes;yes;no;4;4;4;1;3;1;2;14;15;15;       1;,413096706917645;-,138180441563659;,549072963314153;-,106122146622539;-,605578568867086;-2,08242178204327;,556330071978133
GP;F;17;U;GT3;T;4;3;other;other;reputation;mother;1;2;2;no;no;yes;no;yes;yes;yes;yes;3;4;5;2;4;1;22;6;6;4;       0;1,65016766686508;,713516031144989;-,24507729759885;-,0198232737836786;1,59120952152171;-2,17262939097195;-1,01577117448069
GP;M;18;U;LE3;T;3;3;services;health;home;father;1;2;1;no;yes;yes;no;yes;yes;yes;no;3;2;4;2;4;4;13;6;6;8;       0;1,05537002862638;,324996234520921;-1,37113563714146;,44526168577622;,990815392789235;,413588662028364;-,497115464892997
GP;F;17;U;GT3;T;2;3;at_home;other;home;father;2;1;0;no;yes;yes;no;yes;yes;no;no;3;3;3;1;4;3;3;7;7;8;       0;,234636795637542;-,0888992238234352;-1,07172903265404;-1,21102172448628;-,424500506814717;-,381349033812999;,696531501579724
GP;F;17;U;GT3;T;2;2;at_home;at_home;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;1;4;4;9;10;10;       1;-,568622055238508;-,682845238024957;,0896059607513215;1,09339164032872;-,184079703037979;,294301902176905;-,687946522101087
GP;F;17;R;GT3;T;2;1;at_home;services;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;5;1;2;5;2;6;6;6;       0;,217598290959183;-1,05634579650778;,105259982881185;,787002119546634;-,253951331416064;,645157824258757;,711424015157127
GP;F;17;U;GT3;T;1;1;at_home;other;reputation;mother;1;3;1;no;yes;no;yes;yes;yes;no;yes;4;3;4;1;1;5;0;6;5;0;       0;-,196303569495234;-1,6852886334133;,275403918660941;1,3642889342224;-,688624769699805;,785332302821284;-,894202833869414
GP;F;16;U;GT3;T;2;3;services;teacher;other;mother;1;2;0;yes;no;no;no;yes;yes;yes;no;2;3;1;1;1;3;2;16;16;17;       1;-1,19344428674851;-,168936520755707;-2,11904922410226;-,675726480423795;-,691450650445321;-,200066266068118;-,777472295738904
GP;M;18;U;GT3;T;2;2;other;other;home;mother;2;2;0;no;yes;yes;no;yes;yes;yes;no;3;3;3;5;5;4;0;12;13;13;       1;2,51057442951291;-,5574005924134;-1,72640636429916;,169148620474175;-,645479681584925;,840659744793704;,927308021266648
GP;F;16;U;GT3;T;4;4;teacher;services;home;mother;1;3;0;no;yes;no;yes;no;yes;yes;no;5;3;2;1;1;5;0;13;13;14;       1;-1,05515853143876;1,40043154069261;,683279226927032;,975148442491296;-,502674278652125;1,31516787192055;-,17647023848515
GP;F;18;R;GT3;T;3;1;other;other;reputation;mother;1;2;1;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;1;4;16;9;8;7;       0;-,82321857171142;-,715030524878255;1,11282516175103;,11261238308978;1,55424132807693;,230100132370021;-,592109842408251
GP;F;17;U;GT3;T;3;2;other;other;course;mother;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;4;1;3;3;10;16;15;15;       1;,16549333697017;-,199587278880068;,984315345356935;,304037201635686;,810357213409438;-,418294890161473;-,476430806738752
GP;M;17;U;LE3;T;2;3;services;services;reputation;father;1;2;0;no;yes;yes;no;no;yes;yes;no;5;3;3;1;3;3;2;12;11;12;       1;-,210376529106432;-,147263871319184;,631411415165962;,049908642503676;-,160571474616163;-,104592858732743;-,299311359571156
GP;M;18;U;LE3;T;2;1;at_home;other;course;mother;4;2;0;yes;yes;yes;yes;yes;yes;yes;yes;4;3;2;4;5;3;14;10;8;9;       0;1,60540189661381;-,978777149632193;-,525555688878787;,00614321433998544;1,16396726630981;,0576417618213391;3,71326155051406
GP;F;17;U;GT3;A;2;1;other;other;course;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;3;2;3;1;2;3;10;12;10;12;       1;-,231566088100456;-1,14696632495179;-1,08687539895567;1,32095259327236;,606015743036419;-,443529376214363;,66938962176815
GP;F;17;U;LE3;T;4;3;health;other;reputation;father;1;2;0;no;no;no;yes;yes;yes;yes;yes;3;2;3;1;2;3;14;13;13;14;       1;-,405400893086185;,828823022662825;-1,19345318863336;,140904334332744;1,11083063628208;-,377919541713594;-,468471888852118
GP;M;17;R;GT3;T;2;2;other;other;course;father;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;5;2;1;1;1;4;11;11;11;       1;-,828503891493732;-,656620570857975;,772581623360107;-,879198689811013;-,579855451858164;-1,95935232430698;,36547078612065
GP;M;17;U;GT3;T;4;4;teacher;teacher;reputation;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;yes;4;5;5;1;3;2;14;11;9;9;       0;,877973516997698;1,25144945103403;1,17051409618197;-,27425434106088;,467049467121305;-1,63416079104889;-1,07530717159429
GP;M;16;U;GT3;T;4;4;health;other;reputation;father;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;2;4;2;4;1;2;14;13;13;       1;,886105818437582;1,40327858408689;-,69357170096078;,442722099806951;-,111180929852047;-1,4463342205885;,00600818153082458
GP;M;16;U;LE3;T;1;1;other;other;home;mother;2;2;0;no;yes;yes;no;yes;yes;yes;no;3;4;2;1;1;5;18;9;7;6;       0;-,782846022505496;-1,70761738978534;-,272108257305433;-,570256115099805;1,0944032467148;,710846784610194;,0639752390948785
GP;M;16;U;GT3;T;3;2;at_home;other;reputation;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;3;2;10;11;9;10;       1;-,0417442991591796;-,146024637739203;,897723166008176;1,18689299942667;,767197472055989;-,960627128421477;,985223597897581
GP;M;17;U;LE3;T;2;2;other;other;home;father;1;2;0;no;no;yes;yes;no;yes;yes;yes;4;4;2;5;5;4;4;14;13;13;       1;2,15786065963;-,686920571294889;-,744959404831478;-,239216761899618;-,0773020725781989;1,06393871740369;-,440749182399622
GP;F;16;U;GT3;T;2;1;other;other;home;mother;1;1;0;no;no;no;no;yes;yes;yes;yes;4;5;2;1;1;5;20;13;12;12;       1;-,925054263012658;-1,29741746600421;,901469917556529;-1,85902815530599;1,43127982090966;,682050413956494;-1,31243338509818
GP;F;17;R;GT3;T;2;1;at_home;services;course;mother;3;2;0;no;no;no;yes;yes;yes;no;no;2;1;1;1;1;3;2;13;11;11;       1;-1,41643465338358;-,973607627114827;-2,65055811284953;,000602447706769031;-,245790497458695;-,188730293164129;2,31179430619725
GP;M;18;U;GT3;T;2;2;other;services;reputation;father;1;2;1;no;no;no;no;yes;no;yes;no;5;5;4;3;5;2;0;7;7;0;       0;1,96322635004417;-,729665364305026;1,15398190183101;-,159019205354181;-,725160573869815;-,926006504402128;-,724293829928849
GP;M;17;U;LE3;T;4;3;health;other;course;mother;2;2;0;no;no;no;yes;yes;yes;yes;yes;2;5;5;1;4;5;14;12;12;12;       1;1,52252206887133;,770564970106465;-,458415466353135;-,268913530065633;,0640377590331872;,10312183108337;-,274317905564752
GP;M;17;R;LE3;A;4;4;teacher;other;course;mother;2;2;0;no;yes;yes;no;yes;yes;yes;no;3;3;3;2;3;4;2;10;11;12;       1;,504318730650337;1,46046333911832;-1,06607315011116;-,0564762026022722;-,635593183954305;,359694480380545;,865962772218651
GP;M;16;U;LE3;T;4;3;teacher;other;course;mother;1;1;0;no;no;no;yes;no;yes;yes;no;5;4;5;1;1;3;0;6;0;0;       0;-,169173667175189;,899715042904039;1,69944055046315;-,946200651685032;-,738812404606268;-,867757814098221;-,6505918803194
GP;M;16;U;GT3;T;4;4;services;services;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;3;2;1;2;5;0;13;12;12;       1;-1,02263389104133;1,43291056099276;,535095582228872;-1,21992632059774;-,380250117598923;1,31808854546168;-,116872249679428
GP;F;18;U;GT3;T;2;1;other;other;course;other;2;3;0;no;yes;yes;no;no;yes;yes;yes;4;4;4;1;1;3;0;7;0;0;       0;-,0698758813723727;-1,13931644897586;,805766634447017;1,04524924489004;-,946040731583427;-,839888197805302;,321278052300991
GP;M;16;U;GT3;T;2;1;other;other;course;mother;3;1;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;1;4;6;18;18;18;       1;-,838906497398605;-,990675665568535;,349242887138561;-1,07850014831749;,0488108645811508;-,0066262280995008;1,98528455306663
GP;M;17;U;GT3;T;2;3;other;other;course;father;2;1;0;no;no;no;no;yes;yes;yes;no;5;2;2;1;1;2;4;12;12;13;       1;-1,51520638828587;,0235066847342766;,347299316370276;-1,07412633931057;,274987274987276;-,713587645731945;1,40260712354276
GP;M;22;U;GT3;T;3;1;services;services;other;mother;1;1;3;no;no;no;no;no;no;yes;yes;5;4;5;5;5;1;16;6;8;8;       0;2,92650904606209;-,71124897035732;,871265825058786;-,719489880165914;1,5227244312697;-1,59450544496457;-,486512557225307
GP;M;18;R;LE3;T;3;3;other;services;course;mother;1;2;1;no;yes;no;no;yes;yes;yes;yes;4;3;3;1;3;5;8;3;5;5;       0;-,0526395969623617;,319020396496096;-,103635428228527;,0345330244094988;,347268755506083;1,07403840202976;-,573084467111315
GP;M;16;U;GT3;T;0;2;other;other;other;mother;1;1;0;no;no;yes;no;no;yes;yes;no;4;3;2;2;4;5;0;13;15;15;       1;,212809546543885;-1,65378878771067;-,714176153411517;-1,21378626075798;-,436263180300622;1,51619927384603;-,510783266689807
GP;M;18;U;GT3;T;3;2;services;other;course;mother;2;1;1;no;no;no;no;yes;no;yes;no;4;4;5;2;4;5;0;6;8;8;       0;1,43348220611448;-,0843010215093984;,518570375034274;-,815788304935812;-,860510331791148;,602261533734898;,467675295519562
GP;M;16;U;GT3;T;3;3;at_home;other;reputation;other;3;2;0;yes;yes;no;no;no;yes;yes;no;5;3;3;1;3;2;6;7;10;10;       1;-,201335347735159;,509628295037209;,927219024507402;,0373754548999505;,195357464930654;-1,01013041872217;2,47376425288736
GP;M;18;U;GT3;T;2;1;services;services;other;mother;1;1;1;no;no;no;no;no;no;yes;no;3;2;5;2;5;5;4;6;9;8;       0;1,62691713044026;-1,17693696460848;-1,3458418149004;-,299123044807687;,0430026393779791;,907523126456597;-,703959818873135
GP;M;16;R;GT3;T;2;1;other;other;course;mother;2;1;0;no;no;no;yes;no;yes;no;no;3;3;2;1;3;3;0;8;9;8;       0;-,415891575950375;-1,1163570376688;-1,14637860482379;-1,32624036144754;-,622754362385097;-,357386094862788;,625231127306191
GP;M;17;R;GT3;T;2;1;other;other;course;mother;1;1;0;no;no;no;no;no;yes;yes;no;4;4;2;2;4;5;0;8;12;12;       1;,379493626351713;-1,21544547829306;-,228468121779264;-1,39166706956297;-,557710396952987;1,2381971153019;-,765754293536999
GP;M;17;U;LE3;T;1;1;health;other;course;mother;2;1;1;no;yes;no;yes;yes;yes;yes;no;4;4;4;1;2;5;2;7;9;8;       0;-,0232471610022894;-1,60956736925342;,686532974042659;-1,1163049397901;-,640880233661368;,547782363894172;,255541028505132
GP;F;17;U;LE3;T;4;2;teacher;services;reputation;mother;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;2;3;1;1;4;6;14;12;13;       1;-,537855482194026;,320993394244314;-,243467458457485;2,53451765063043;,289087674956087;,386303849820916;-,382303112210873
GP;M;19;U;LE3;A;4;3;services;at_home;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;1;1;1;1;12;11;11;11;       1;-1,45738545381932;,818397595559402;-,283991769451864;-,541082228455227;,948311415589528;-1,45126595966916;-,298124572401932
GP;M;18;U;GT3;T;2;1;other;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;2;4;1;2;4;8;15;14;14;       1;-,280758169869991;-1,16040165140506;,681125992112374;,622358819482605;,798518268984749;,329163854254992;-,377291379222253
GP;F;17;U;LE3;T;2;2;services;services;course;father;1;4;0;no;no;yes;yes;yes;yes;yes;yes;3;4;1;1;1;2;0;10;9;0;       0;-,882313480208931;-,761793419198248;-,825801670710678;1,38094267557172;-,972073473653771;-,890867223814574;-,901697272604459
GP;F;18;U;GT3;T;4;3;services;other;home;father;1;2;0;no;yes;yes;no;yes;yes;yes;yes;3;1;2;1;3;2;21;17;18;18;       1;-,571788926827968;,809946307646595;-1,86672512464041;,199318537863941;2,28315756531036;-,680763788878806;-,121740516668263
GP;M;18;U;GT3;T;4;3;teacher;other;course;mother;1;2;0;no;yes;yes;no;no;yes;yes;no;4;3;2;1;1;3;2;8;8;8;       0;-1,08222223835367;,869805774211057;-,161345375615664;-,245528055886686;-,321237720850494;-,244455277039247;-,378648958763521
GP;M;18;R;GT3;T;3;2;other;other;course;mother;1;3;0;no;no;no;yes;no;yes;no;no;5;3;2;1;1;3;1;13;12;12;       1;-1,05202262846227;-,162670602700406;,703691906020311;,985166694262888;-,246046471853727;-,110520025689636;-,307924789503701
GP;F;17;U;GT3;T;3;3;other;other;home;mother;1;3;0;no;no;no;yes;no;yes;no;no;3;2;3;1;1;4;4;10;9;9;       0;-,583473085307405;,364391905418991;-1,18521251826481;1,26058808498331;-,18587885959151;,343306729762464;-,512075888355079
GP;F;18;U;GT3;T;2;2;at_home;services;home;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;3;3;1;1;3;0;9;10;0;       0;-,579327647684479;-,669738561242953;,0299900431965203;1,07261127549694;-,640579928456129;-,36609699731831;-,623753868177902
GP;M;18;R;LE3;A;3;4;other;other;reputation;mother;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;2;5;3;4;1;13;17;17;17;       1;1,67736000850981;,973686160777233;-,396681392458064;,622220320360339;1,04593960755058;-1,60552063601526;1,2466497143301
GP;M;17;U;GT3;T;3;1;services;other;other;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;5;4;4;3;4;5;2;9;9;10;       1;1,55442918617169;-,699580464438836;,965955332509432;,265218134422453;-,249253848206085;1,08006327763723;-,643819505416805
GP;F;18;R;GT3;T;4;4;teacher;other;reputation;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;4;3;4;2;2;4;8;12;10;11;       1;,395777503318561;1,47680824651671;,180797006132709;,184756670859275;,165380527221016;,189158218310468;,91919431464603
GP;M;18;U;GT3;T;4;2;health;other;reputation;father;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;5;4;5;1;3;5;10;10;9;10;       1;,682007663207189;,27593038212822;1,65860409320201;,312957397219314;,50889435455135;,562364360813887;-,847542640791022
GP;F;18;R;GT3;T;2;1;other;other;reputation;mother;2;2;0;no;yes;no;no;yes;no;yes;yes;4;3;5;1;2;3;0;6;0;0;       0;,330052493389668;-1,09054947909181;,470467745066935;,444732925423904;-,693406742552527;-,846053994339355;,53779457114117
GP;F;19;U;GT3;T;3;3;other;services;home;other;1;2;2;no;yes;yes;yes;yes;yes;yes;no;4;3;5;3;3;5;15;9;9;9;       0;1,53427605574328;,34572396498067;,117078538049593;,484831944797269;1,09333705618187;,911631428179683;-,628865253076998
GP;F;18;U;GT3;T;2;3;other;services;reputation;father;1;4;0;no;yes;yes;yes;yes;yes;yes;yes;4;5;5;1;3;2;4;15;14;14;       1;1,17909863144757;-,287218748141102;1,07536739759745;1,98060648916664;-,776510600387793;-1,50196184026389;-1,19929016039518
GP;F;18;U;LE3;T;1;1;other;other;home;mother;2;2;0;no;yes;yes;no;no;yes;no;no;4;4;3;1;1;3;2;11;11;11;       1;-,579702437686201;-1,62777346986223;,579714089733731;-,298881239065589;-,629999580630985;-,653938358801775;,368081373458592
GP;M;17;R;GT3;T;1;2;at_home;at_home;home;mother;1;2;0;no;yes;yes;yes;no;yes;no;yes;3;5;2;2;2;1;2;15;14;14;       1;,0592984033364324;-1,24980197539927;-,50023763571718;-,926054528143551;-,895180866841748;-1,74627921353476;-1,12285847874648
GP;F;17;U;GT3;T;2;4;at_home;health;reputation;mother;2;2;0;no;yes;yes;no;yes;yes;yes;yes;4;3;3;1;1;1;2;10;10;10;       1;-,778177126739929;,482420416541164;,0733911456762885;-,213145679399001;-,541345654301367;-1,74028477176674;,968982977986404
GP;F;17;U;LE3;T;2;2;services;other;course;mother;2;2;0;yes;yes;yes;no;yes;yes;yes;yes;4;4;4;2;3;5;6;12;12;12;       1;,890773772343934;-,621256925677866;,486859663223703;,0230873017583889;-,195447589721216;,768861344955221;,425925429038568
GP;F;18;R;GT3;A;3;2;other;services;home;mother;2;2;0;no;no;no;no;no;no;yes;yes;4;1;1;1;1;5;75;10;9;9;       0;-1,67250000621917;-,288757194597562;-,20517071570026;-,00514091033669012;8,74715808460586;1,18803075846873;,867713977195632
GP;M;18;U;GT3;T;4;4;teacher;services;home;mother;2;1;0;no;no;yes;yes;yes;yes;yes;no;3;2;4;1;4;3;22;9;9;9;       0;,449772145637918;1,40438079233809;-1,04288099063169;-,786210053185113;1,96765227298585;-,526537749587764;,893057872725696
GP;F;18;U;GT3;T;4;4;health;health;reputation;father;1;2;1;yes;yes;no;yes;yes;yes;yes;yes;2;4;4;1;1;4;15;9;8;8;       0;,00638116178261829;1,28957629032224;-,893323293765263;-,36580484093647;,38925339221784;-,311161094131312;-1,25478943518627
GP;M;18;U;LE3;T;4;3;teacher;services;course;mother;2;1;0;no;no;yes;yes;yes;yes;yes;no;4;2;3;1;2;1;8;10;11;10;       1;-,698646234477273;,976355994248122;-,333291150400324;-,926724777457115;,591677037397616;-1,71540755951362;1,22811509860625
GP;M;17;U;LE3;A;4;1;services;other;home;mother;2;1;0;no;no;yes;yes;yes;yes;yes;yes;4;5;4;2;4;5;30;8;8;8;       0;1,23749958366251;-,272185214739914;1,11829384404463;-1,31001173387689;2,59183380963348;,428266486629877;,0375952476844455
GP;M;17;U;LE3;A;3;2;teacher;services;home;mother;1;1;1;no;no;no;no;yes;yes;yes;no;4;4;4;3;4;3;19;11;9;10;       1;1,4928320085244;-,237556293341674;,23759077648222;-1,10559253993942;1,56813347927359;-,433937840350434;-,800272062832019
GP;F;18;R;LE3;T;1;1;at_home;other;reputation;mother;2;4;0;no;yes;yes;yes;yes;yes;no;no;5;2;2;1;1;3;1;12;12;12;       1;-1,02954321932721;-1,59173035974134;,41280898928824;2,38331340939523;-,111777424853516;,00682682850204391;1,13671755513993
GP;F;18;U;GT3;T;1;1;other;other;home;mother;2;2;0;yes;no;no;yes;yes;yes;yes;no;5;4;4;1;1;4;4;8;9;10;       1;-,344977931117925;-1,61127937475805;1,67962147174413;,016731722805141;-,277733103466279;-,0621708350912039;,436176747803439
GP;F;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;yes;no;5;4;5;1;2;5;4;10;9;11;       1;,335011930444166;-,682348724896005;1,6615399892564;,249311707352199;-,282149290040119;,596578329985311;-,906020936725658
GP;M;17;U;GT3;T;1;1;other;other;reputation;father;1;2;0;no;no;yes;no;no;yes;yes;no;4;3;3;1;2;4;2;12;10;11;       1;-,377504327470589;-1,6948963204891;-,057324102272783;,0429149516082414;-,296858561370796;,324192008084009;-,750633466442075
GP;F;18;U;GT3;T;2;2;at_home;at_home;other;mother;1;3;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;1;2;2;5;18;18;19;       1;-,258991356178336;-,711460437646431;-,0400322662771898;1,05413877637592;,00135683342239666;-,994415766056898;-,603564323453778
GP;F;17;U;GT3;T;1;1;services;teacher;reputation;mother;1;3;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;1;1;3;6;13;12;12;       1;-,571109547901605;-1,72067694908301;,106599336620186;1,08080343409307;,109478614569526;-,40504902556656;-,784723248674951
GP;M;18;U;GT3;T;2;1;services;services;reputation;mother;1;3;0;no;no;yes;yes;yes;yes;yes;no;4;2;4;1;3;2;6;15;14;14;       1;,307105138667947;-1,21869208627651;-,318414364320833;1,61531218686241;,395467602906702;-1,02524220371134;-,490666633880442
GP;M;18;U;LE3;A;4;4;teacher;teacher;reputation;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;5;4;3;1;1;2;9;15;13;15;       1;-,752265610088683;1,3504236383933;1,35613001831266;-,34574279207573;,350618010995436;-1,11903488716047;-,457700547148943
GP;M;18;U;GT3;T;4;2;teacher;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;4;3;2;1;4;5;11;12;11;11;       1;-,0487664448399956;,256873658592748;-,344944359966599;-,0661590310675644;,888661703247361;1,22575766210459;-,52798888103661
GP;F;17;U;GT3;T;4;3;health;services;reputation;mother;1;3;0;no;yes;yes;no;yes;yes;yes;no;4;2;2;1;2;3;0;15;15;15;       1;-,734938681930835;,869787645012928;-,696928435426119;1,18484268572627;-,328023021537311;,0116383182577304;-,103669267874569
GP;F;18;U;LE3;T;2;1;services;at_home;reputation;mother;1;2;1;no;no;no;no;yes;yes;yes;yes;5;4;3;1;1;5;12;12;12;13;       1;-,685240222743742;-1,23303109885811;1,47428244937628;-,151218522913854;,81113097488609;,816895809909609;-,897356555283226
GP;F;17;R;LE3;T;3;1;services;other;reputation;mother;2;4;0;no;yes;yes;no;yes;yes;no;no;3;1;2;1;1;3;6;18;18;18;       1;-,892096751117702;-,60639256701702;-1,60709475924821;2,5248916566919;,372278664658634;-,168702306753893;1,0393747119914
GP;M;18;R;LE3;T;3;2;services;other;reputation;mother;2;3;0;no;yes;yes;yes;yes;yes;yes;no;5;4;2;1;1;4;8;14;13;14;       1;-,900874577185608;-,136540001368163;1,33416007070613;,717410780061397;,253635566592331;,305300922776819;,710789630433719
GP;M;17;U;GT3;T;3;3;health;other;home;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;4;4;3;1;3;5;4;14;12;11;       1;-,0675416304607555;,324284458691046;,248448033895936;-1,34827232984566;-,315430527150518;,911635015897183;-,78348527157605
GP;F;19;U;GT3;T;4;4;health;other;reputation;other;2;2;0;no;yes;yes;yes;yes;yes;yes;no;2;3;4;2;3;2;0;10;9;0;       0;,962820322190655;1,452120355408;-1,75718545017761;-,00556936788692012;-1,09500153938289;-1,28473971796699;,668229906437812
GP;F;18;U;LE3;T;4;3;other;other;home;other;2;2;0;no;yes;yes;no;yes;yes;yes;yes;4;4;5;1;2;2;10;10;8;8;       0;,434989903403943;,883917622312523;,972863778982932;,0465164167446312;,180749746531307;-1,68110962815611;,477135240031755
GP;F;18;U;GT3;T;4;3;other;other;reputation;father;1;4;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;1;1;3;0;14;13;14;       1;-,430578129079024;,832084972722682;,0606232652481559;2,18472783904948;-,702744415584633;-,358034306107892;-,485060733241051
GP;M;18;U;LE3;T;4;4;teacher;teacher;home;mother;1;1;0;no;yes;yes;no;yes;yes;yes;yes;1;4;2;2;2;1;5;16;15;16;       1;,0219121053547151;1,32244799495179;-2,59596973375804;-1,96944400994466;-,713352910595295;-1,87873237222466;-,991807110672205
GP;F;18;U;LE3;A;4;4;health;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;2;4;1;1;4;14;12;10;11;       1;-,5189403512038;1,39847312261459;-,0307791649718792;,380650926555674;1,12370479196779;,206632536006669;-,329890924022523
GP;M;17;U;LE3;T;4;4;other;teacher;home;father;2;1;0;no;no;yes;no;yes;yes;yes;no;4;1;1;2;2;5;0;11;11;10;       1;-1,06734158377014;1,59357063652822;-1,37880615250398;-,904367857070212;-,099708161165586;1,72108003624048;1,72556953455236
GP;F;17;U;GT3;T;4;2;other;other;reputation;mother;2;3;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;1;1;3;0;15;12;14;       1;-,557332582954237;,418993618756125;,193110471203536;1,12801827642039;-,671167869577229;-,53119906003055;,820216564429418
GP;F;17;U;GT3;T;3;2;health;health;reputation;father;1;4;0;no;yes;yes;yes;no;yes;yes;no;5;2;2;1;2;5;0;17;17;18;       1;-,682702722293743;-,160867325244135;,206563851961487;2,47821834230802;-,164861388002954;1,4951227385214;-,11065880850359
GP;M;19;U;GT3;T;3;3;other;other;home;other;1;2;1;no;yes;no;yes;yes;yes;yes;yes;4;4;4;1;1;3;20;15;14;13;       1;-,25298259510347;,271847065224345;,862777029078579;-,209216863719902;1,42146168463359;-,800687722468016;-,972786756655294
GP;F;18;U;GT3;T;2;4;services;at_home;reputation;other;1;2;1;no;yes;yes;yes;yes;yes;yes;no;4;4;3;1;1;3;8;14;12;12;       1;-,628495224120785;,340190335767177;,463714910683051;-,4512767504127;-,0209127555627025;-,470556336797215;-,766712110654824
